			Precision	Recall	F1	IoU
Image 1:	0.9984	0.4652	0.6347	0.4649
Image 2:	0.9892	0.6598	0.7916	0.6551
Image 3:	0.9866	0.4613	0.6286	0.4584
Image 4:	0.9888	0.6802	0.8060	0.6750
Image 5:	0.9852	0.4813	0.6467	0.4778
Image 6:	0.9786	0.5954	0.7403	0.5877
Image 7:	0.9889	0.5663	0.7202	0.5627
Image 8:	0.8960	0.2299	0.3659	0.2239
Image 9:	0.9383	0.1385	0.2414	0.1373
Image 10:	0.9764	0.4761	0.6401	0.4707
Image 11:	0.9882	0.2481	0.3966	0.2473
Image 12:	0.9403	0.7266	0.8197	0.6945
Image 13:	0.9446	0.4301	0.5911	0.4195
Image 14:	0.9644	0.4230	0.5881	0.4165
Image 15:	0.9424	0.3964	0.5581	0.3870
Image 16:	0.9416	0.4331	0.5933	0.4218
Image 17:	0.9393	0.3390	0.4982	0.3317
Image 18:	0.9316	0.3166	0.4726	0.3094
Image 19:	0.9562	0.1979	0.3280	0.1961
Image 20:	0.9552	0.1255	0.2218	0.1247
Image 21:	0.9540	0.3295	0.4898	0.3243
Image 22:	0.9723	0.1297	0.2288	0.1292
Image 23:	0.9163	0.2786	0.4273	0.2717
Image 24:	0.8911	0.4687	0.6143	0.4433
Image 25:	0.2727	0.0102	0.0196	0.0099
Image 26:	0.8949	0.5984	0.7172	0.5591
Image 27:	0.8489	0.1711	0.2847	0.1660
Image 28:	0.9121	0.2746	0.4221	0.2675
Image 29:	0.9127	0.1852	0.3079	0.1820
Image 30:	0.9713	0.0451	0.0861	0.0450
Image 31:	0.3686	0.1256	0.1874	0.1034
Image 32:	0.9095	0.0339	0.0653	0.0338
Image 33:	0.9701	0.0650	0.1218	0.0649
Image 34:	0.9286	0.0954	0.1729	0.0947
Image 35:	0.7358	0.0145	0.0284	0.0144
Image 36:	0.9760	0.1190	0.2121	0.1186
Image 37:	0.3047	0.2822	0.2930	0.1717
Image 38:	0.2294	0.1251	0.1619	0.0881
Image 39:	0.5730	0.0888	0.1537	0.0833
Image 40:	0.7264	0.1123	0.1945	0.1077
Image 41:	0.6774	0.0473	0.0884	0.0462
Image 42:	0.6806	0.0980	0.1713	0.0937
Image 43:	0.6298	0.1369	0.2250	0.1267
Image 44:	0.7884	0.1493	0.2510	0.1435
Image 45:	0.5590	0.0748	0.1319	0.0706
Image 46:	0.5296	0.0998	0.1680	0.0917
Image 47:	0.8207	0.3543	0.4950	0.3289
Image 48:	0.8363	0.5129	0.6359	0.4661
Image 49:	0.7974	0.3931	0.5266	0.3574
Image 50:	0.7243	0.3354	0.4584	0.2974
Image 51:	0.8770	0.3698	0.5202	0.3515
Image 52:	0.6751	0.1549	0.2520	0.1442
Image 53:	0.8685	0.3931	0.5412	0.3710
Image 54:	0.7138	0.2672	0.3888	0.2413
Image 55:	0.7349	0.3041	0.4302	0.2741
Image 56:	0.7769	0.7447	0.7605	0.6135
Image 57:	0.7601	0.3763	0.5034	0.3363
Image 58:	0.7849	0.3745	0.5071	0.3396
Image 59:	0.6988	0.2802	0.4000	0.2500
